direction_diversity,effective_rank,condition_number,tail_exponent,spectral_gap,top_10_energy,within_S1_sim,within_S2_sim,within_S3_sim,within_S1_std,within_S2_std,within_S3_std,S1_S2_sim,S2_S3_sim,S1_S3_sim,bridge_score,clustering_coef,row_norm_mean,row_norm_std,row_norm_cv,row_norm_max_min_ratio,S1_norm_mean,S2_norm_mean,S3_norm_mean,stage_norm_std,WRC_star,composite_risk,ratio,seed,iteration,checkpoint,bridge_score_v1,bridge_score_v2
0.6839728653430939,69.99194641201899,67.4077377319336,1.4558396339416504,0.497300113739931,0.571829617023468,0.2219531238079071,0.0872068330645561,0.0689480677247047,0.070265844464302,0.0917302370071411,0.1073831990361213,-0.0123282009735703,-0.0879346057772636,-0.0315035246312618,-0.1257378081791103,0.126036008199056,1.568971872329712,0.8868891000747681,0.5652676826546166,8.179520259430857,1.7569385766983032,1.1811891794204712,1.4108527898788452,0.2898298799991607,0.280281021055071,-7.515545923815405,5,456,15000,ckpt_mix5_seed456_iter15000.pt,3.2925301707862626,-0.021624894417629575
0.6383955776691437,67.2967008352159,83.13540649414062,1.479686260223389,0.4683220434273633,0.6245341300964355,0.2763475477695465,0.1153418719768524,0.083414688706398,0.0661488696932792,0.0971815958619117,0.111576423048973,0.0376052111387252,-0.0939103588461875,0.0202545821666717,-0.159668143838644,0.1583680361509323,1.8485397100448608,1.2196767330169678,0.6598055317888265,11.284798283979733,2.257232427597046,1.2143630981445312,1.606026530265808,0.5267899036407471,0.4410405004729867,-3.0699958554649664,5,456,34000,ckpt_mix5_seed456_iter34000.pt,,0.12544435947678076
0.6340469121932983,66.90787602546774,85.34698486328125,1.48951256275177,0.4636499819302533,0.6304145455360413,0.2812695205211639,0.1235084608197212,0.0884834006428718,0.0660292282700538,0.0983294397592544,0.1118966042995452,0.0474801734089851,-0.0908131599426269,0.0317132212221622,-0.159959826618433,0.1644204606612523,1.8932465314865112,1.2697558403015137,0.6706764346203669,11.811995397955515,2.330277681350708,1.224977731704712,1.6415555477142334,0.5582059621810913,0.4646710705189321,-3.0518332981206413,5,456,38000,ckpt_mix5_seed456_iter38000.pt,,0.19901347373244654
0.6549615859985352,68.91875010593915,74.09601593017578,1.456957221031189,0.5054893320594166,0.5982531905174255,0.2386075407266616,0.0921654254198074,0.0703594237565994,0.0684932917356491,0.0934886634349823,0.1089070737361908,-0.0014123530127108,-0.0925903394818306,-0.0209927912801504,-0.1381793327163905,0.1337107966343561,1.6451349258422852,1.0106106996536257,0.6143026189740525,9.33995293690711,1.8852484226226809,1.186818242073059,1.4588583707809448,0.3520461618900299,0.3486995129813977,-4.965653112472733,5,456,19000,ckpt_mix5_seed456_iter19000.pt,1.143548184009223,-0.002782295540533441
0.6443190574645996,68.46346460598156,73.74951171875,1.451752543449402,0.5018228733864728,0.6086828708648682,0.2488263547420501,0.0958412960171699,0.0730125680565834,0.0673732087016105,0.0944917500019073,0.1101991534233093,0.0059848250821232,-0.0951466709375381,-0.013285806402564,-0.1457124189473688,0.1392267396052678,1.6958423852920532,1.074084997177124,0.6333636900215295,9.847656282165037,1.971898317337036,1.195173740386963,1.4932677745819092,0.3918435871601105,0.3820315641590923,-4.096047878156101,5,456,22000,ckpt_mix5_seed456_iter22000.pt,,0.012773234198134689
0.6302280724048615,66.49155121133398,88.06550598144531,1.5029008388519287,0.4581868676721443,0.6361992359161377,0.2863337695598602,0.1313854753971099,0.092310719192028,0.0662290379405021,0.0989342629909515,0.1118449866771698,0.0548912473022937,-0.0878511592745781,0.0399347506463527,-0.159222362563014,0.170009988049666,1.924221396446228,1.3108083009719849,0.6812149041584915,12.33921213578914,2.384884119033813,1.2272285223007202,1.6659977436065674,0.5844488143920898,0.4847001121581193,-3.090905561024505,5,456,41000,ckpt_mix5_seed456_iter41000.pt,,0.2926225060820675
0.6940197646617889,70.34413224854165,65.14274597167969,1.4538053274154663,0.4920691062343408,0.563302218914032,0.2178727239370346,0.0857257023453712,0.0689057856798172,0.0703057795763015,0.0908316820859909,0.1067657992243766,-0.0149876503273844,-0.0865766033530235,-0.0335956998169422,-0.122371079865843,0.1241680706540743,1.5476089715957642,0.8494731187820435,0.5488938930207928,7.900594076962053,1.722068190574646,1.1797291040420532,1.3976985216140747,0.2729035317897796,0.2599219847984138,-8.691211827273376,5,456,14000,ckpt_mix5_seed456_iter14000.pt,3.602193578346078,-0.025552152192187642
0.6395314335823059,67.33261864301473,83.3960952758789,1.480749249458313,0.4673945339305957,0.6233973503112793,0.2763630747795105,0.1152739077806472,0.0844945982098579,0.0663249269127845,0.0975754186511039,0.1118187084794044,0.0400180481374263,-0.0926112383604049,0.022575257346034,-0.1589258816093206,0.1587105269233385,1.8607151508331297,1.2235890626907349,0.6575907416924988,11.305661774332252,2.27560830116272,1.2210255861282349,1.6168321371078491,0.532727837562561,0.4410653953124992,-3.1135950196549134,5,456,35000,ckpt_mix5_seed456_iter35000.pt,,0.1409380738493779
0.6345082819461823,66.84900685674332,85.23335266113281,1.4942402839660645,0.4610418515898877,0.630711019039154,0.2825715243816376,0.1250644922256469,0.0892183482646942,0.0659868419170379,0.0977981463074684,0.1117656305432319,0.0504512824118137,-0.089147038757801,0.033918559551239,-0.1589461993426084,0.1656181216239929,1.903975248336792,1.2778536081314087,0.6711503222198756,11.918732715475844,2.348600149154663,1.2270853519439695,1.6513303518295288,0.5662691593170166,0.4670449106572185,-3.109536984822997,5,456,39000,ckpt_mix5_seed456_iter39000.pt,,0.23246469823103696
0.662155956029892,69.1858841764702,72.77893829345703,1.4551690816879272,0.5028172083318075,0.5920054316520691,0.2349644750356674,0.0907126441597938,0.0699233561754226,0.0688719004392623,0.0930949598550796,0.1087338402867317,-0.0042113596573472,-0.0915123671293258,-0.023483969271183,-0.1351628708653152,0.131866825123628,1.6268733739852903,0.9800511002540588,0.6024138755366841,9.03035271773881,1.8536415100097656,1.186228632926941,1.4474809169769287,0.3363180756568908,0.331104427007185,-5.419376493559184,5,456,18000,ckpt_mix5_seed456_iter18000.pt,1.9631390451946815,-0.008052246399868433
