direction_diversity,effective_rank,condition_number,tail_exponent,spectral_gap,top_10_energy,within_S1_sim,within_S2_sim,within_S3_sim,within_S1_std,within_S2_std,within_S3_std,S1_S2_sim,S2_S3_sim,S1_S3_sim,bridge_score,clustering_coef,row_norm_mean,row_norm_std,row_norm_cv,row_norm_max_min_ratio,S1_norm_mean,S2_norm_mean,S3_norm_mean,stage_norm_std,WRC_star,composite_risk,ratio,seed,iteration,checkpoint
0.6839728653430939,69.99194641201899,67.4077377319336,1.4558396339416504,0.49730011373993105,0.571829617023468,0.2219531238079071,0.08720683306455612,0.06894806772470474,0.07026584446430206,0.09173023700714111,0.10738319903612137,-0.012328200973570347,-0.08793460577726364,-0.031503524631261826,-0.1257378081791103,0.126036008199056,1.568971872329712,0.8868891000747681,0.5652676826546166,8.179520259430857,1.7569385766983032,1.1811891794204712,1.4108527898788452,0.28982987999916077,0.280281021055071,-7.515545923815405,5,456,15000,ckpt_mix5_seed456_iter15000.pt
0.6383955776691437,67.2967008352159,83.13540649414062,1.4796862602233887,0.4683220434273633,0.6245341300964355,0.2763475477695465,0.11534187197685242,0.08341468870639801,0.06614886969327927,0.09718159586191177,0.11157642304897308,0.03760521113872528,-0.09391035884618759,0.020254582166671753,-0.15966814383864403,0.1583680361509323,1.8485397100448608,1.2196767330169678,0.6598055317888265,11.284798283979733,2.257232427597046,1.2143630981445312,1.606026530265808,0.5267899036407471,0.4410405004729867,-3.0699958554649664,5,456,34000,ckpt_mix5_seed456_iter34000.pt
0.6340469121932983,66.90787602546774,85.34698486328125,1.48951256275177,0.46364998193025336,0.6304145455360413,0.28126952052116394,0.12350846081972122,0.08848340064287186,0.06602922827005386,0.09832943975925446,0.11189660429954529,0.04748017340898514,-0.09081315994262695,0.03171322122216225,-0.159959826618433,0.16442046066125235,1.8932465314865112,1.2697558403015137,0.6706764346203669,11.811995397955517,2.330277681350708,1.224977731704712,1.6415555477142334,0.5582059621810913,0.4646710705189321,-3.0518332981206413,5,456,38000,ckpt_mix5_seed456_iter38000.pt
0.6549615859985352,68.91875010593915,74.09601593017578,1.456957221031189,0.5054893320594166,0.5982531905174255,0.23860754072666168,0.09216542541980743,0.07035942375659943,0.06849329173564911,0.0934886634349823,0.1089070737361908,-0.0014123530127108097,-0.0925903394818306,-0.020992791280150414,-0.1381793327163905,0.13371079663435617,1.6451349258422852,1.0106106996536255,0.6143026189740525,9.33995293690711,1.8852484226226807,1.186818242073059,1.4588583707809448,0.3520461618900299,0.3486995129813977,-4.965653112472733,5,456,19000,ckpt_mix5_seed456_iter19000.pt
0.6443190574645996,68.46346460598156,73.74951171875,1.4517525434494019,0.5018228733864728,0.6086828708648682,0.24882635474205017,0.09584129601716995,0.0730125680565834,0.06737320870161057,0.09449175000190735,0.11019915342330933,0.00598482508212328,-0.09514667093753815,-0.013285806402564049,-0.14571241894736886,0.13922673960526785,1.6958423852920532,1.074084997177124,0.6333636900215295,9.847656282165037,1.9718983173370361,1.195173740386963,1.4932677745819092,0.3918435871601105,0.38203156415909234,-4.096047878156101,5,456,22000,ckpt_mix5_seed456_iter22000.pt
0.6302280724048615,66.49155121133398,88.06550598144531,1.5029008388519287,0.4581868676721443,0.6361992359161377,0.28633376955986023,0.13138547539710999,0.09231071919202805,0.06622903794050217,0.09893426299095154,0.1118449866771698,0.05489124730229378,-0.0878511592745781,0.03993475064635277,-0.15922236256301403,0.17000998804966608,1.924221396446228,1.3108083009719849,0.6812149041584915,12.33921213578914,2.3848841190338135,1.2272285223007202,1.6659977436065674,0.5844488143920898,0.48470011215811937,-3.090905561024505,5,456,41000,ckpt_mix5_seed456_iter41000.pt
0.6940197646617889,70.34413224854165,65.14274597167969,1.4538053274154663,0.49206910623434086,0.563302218914032,0.2178727239370346,0.08572570234537125,0.0689057856798172,0.07030577957630157,0.0908316820859909,0.10676579922437668,-0.014987650327384472,-0.08657660335302353,-0.033595699816942215,-0.12237107986584306,0.12416807065407436,1.5476089715957642,0.8494731187820435,0.5488938930207928,7.9005940769620535,1.722068190574646,1.1797291040420532,1.3976985216140747,0.27290353178977966,0.2599219847984138,-8.691211827273376,5,456,14000,ckpt_mix5_seed456_iter14000.pt
0.6395314335823059,67.33261864301473,83.3960952758789,1.480749249458313,0.4673945339305957,0.6233973503112793,0.2763630747795105,0.11527390778064728,0.08449459820985794,0.06632492691278458,0.09757541865110397,0.11181870847940445,0.040018048137426376,-0.09261123836040497,0.02257525734603405,-0.15892588160932064,0.15871052692333856,1.8607151508331299,1.2235890626907349,0.6575907416924988,11.305661774332252,2.2756083011627197,1.2210255861282349,1.6168321371078491,0.532727837562561,0.4410653953124992,-3.1135950196549134,5,456,35000,ckpt_mix5_seed456_iter35000.pt
0.6345082819461823,66.84900685674332,85.23335266113281,1.4942402839660645,0.4610418515898877,0.630711019039154,0.2825715243816376,0.12506449222564697,0.08921834826469421,0.06598684191703796,0.09779814630746841,0.11176563054323196,0.050451282411813736,-0.08914703875780106,0.033918559551239014,-0.15894619934260845,0.16561812162399292,1.903975248336792,1.2778536081314087,0.6711503222198756,11.918732715475844,2.348600149154663,1.2270853519439697,1.6513303518295288,0.5662691593170166,0.46704491065721854,-3.109536984822997,5,456,39000,ckpt_mix5_seed456_iter39000.pt
0.662155956029892,69.1858841764702,72.77893829345703,1.4551690816879272,0.5028172083318075,0.5920054316520691,0.23496447503566742,0.09071264415979385,0.06992335617542267,0.06887190043926239,0.09309495985507965,0.10873384028673172,-0.004211359657347202,-0.09151236712932587,-0.023483969271183014,-0.1351628708653152,0.131866825123628,1.6268733739852905,0.9800511002540588,0.6024138755366841,9.03035271773881,1.8536415100097656,1.186228632926941,1.4474809169769287,0.33631807565689087,0.331104427007185,-5.4193764935591835,5,456,18000,ckpt_mix5_seed456_iter18000.pt
